,title,no,ID,nick,content,date,like,dislike
0,아이소포스 3부,1,(34ja****),장님,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅅㅂ 존나웃기네 딱하나 남기고 전부 유료 ㅋㅋㅋㅋㅋ,2021-03-08 22:22,2,0
1,아이소포스 3부,1,(dkim****),엘육이,언제 끝났는지 몰라도 어느새 완전 유료로 바뀌었네...,2021-03-08 22:22,2,0
2,아이소포스 3부,1,(nab0****),용용,마지막에 갑자기 무녀 종교물로 빠진 것만 빼면 참 완벽한 전개였다...,2021-03-08 22:22,2,0
3,아이소포스 3부,1,(bige****),Mr 갓,이분이 원래 이런 거 연재하셨어???,2021-03-08 22:22,2,0
4,아이소포스 3부,1,(mrgb****),강예민,아아아ㅏ아아아아 무료일때 볼껄 아아ㅏ아아아아,2021-03-08 22:22,2,0
5,아이소포스 3부,1,(mori****),ㅎㄱㅎ,이거 진짜...꿀잼임ㅜㅠ너무너무 재밌게 봤었고 아마 기억상으로는 시즌마지막이었나?하고 다음 시즌은 뭘까 기다렸던거같은데 언제 완결된거지..ㅠㅠㅠ눈물난다 하ㅠㅠ그때는 알림기능도 없어가지고ㅜㅜㅜㅜㅠㅠㅠ하ㅜㅜ,2021-03-08 22:22,2,0
6,아이소포스 3부,1,(dlrk****),강력테이프,마지막에 가서 종교 기적물만 아니었어도 좋았을 텐데..,2021-03-08 22:22,2,0
7,아이소포스 3부,1,(jaeh****),,지하철에서 한 번 보고 재밌어서 순식간에 본 건 기억나는데 내용이 기억 안 나는게 슬프네,2021-03-08 22:22,2,0
8,아이소포스 3부,1,(jhzt****),루함,언제 연재함..?,2021-03-08 22:22,2,0
9,아이소포스 3부,1,(smsh****),어떤사람,초딩때 봤었고 내용 까먹었는데 보면서 시간가는줄 몰랐다는건 기억한다,2021-03-08 22:22,2,0
10,아이소포스 3부,1,(dbal****),슥,이거 뭔지까먹엇는데.. 하,2021-03-08 22:22,2,0
11,아이소포스 3부,1,(gssa****),조긍정,또보고싶다,2021-03-08 22:22,2,0
12,아이소포스 3부,1,(abcs****),ATY,막댓,2021-03-08 22:22,2,0
13,아이소포스 3부,1,(tnrl****),이정숙,좋아요,2021-03-08 22:22,2,0
